names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
LINC02071,-0.09250474,-3.4931817,0.9262970279311944,1.0,0.0004280821917808219
Z95114.1,-0.09250474,-4.027548,0.9262970279311944,1.0,0.0004280821917808219
AP001267.2,-0.09250474,-4.5004935,0.9262970279311944,1.0,0.0004280821917808219
LTV1,-0.092682205,-0.57390213,0.9261560353563252,1.0,0.04922945205479452
IQCN,-0.09321461,-0.26731992,0.9257330715635241,1.0,0.048373287671232876
RRP15,-0.09388011,-0.46327242,0.9252043963538468,1.0,0.06506849315068493
MTERF2,-0.09388011,-0.48450527,0.9252043963538468,1.0,0.061215753424657536
CD83,-0.09432378,-1.117123,0.9248519645492946,1.0,0.012414383561643835
TPI1,-0.09432378,-0.49538085,0.9248519645492946,1.0,0.053082191780821915
AC104850.2,-0.09450124,-1.238086,0.9247109959531772,1.0,0.012414383561643835
LGALSL-DT,-0.09467871,-0.44783688,0.9245700297212051,1.0,0.0779109589041096
FAM153A,-0.09485617,0.31872508,0.9244290658577781,1.0,0.004280821917808219
COX7B,-0.09494491,-0.29546514,0.9243585848156439,1.0,0.04452054794520548
SRGN,-0.09529985,-0.5317416,0.9240766665904684,1.0,0.016267123287671232
AC010327.8,-0.09529985,-0.5536086,0.9240766665904684,1.0,0.004280821917808219
CASC11,-0.09538858,-0.8495833,0.9240061885227644,1.0,0.004280821917808219
ADGRE3,-0.09547731,-1.0747421,0.923935711051596,1.0,0.004280821917808219
ADGB,-0.09547731,-0.8205187,0.923935711051596,1.0,0.004280821917808219
PAMR1,-0.09547731,-1.0561371,0.923935711051596,1.0,0.004280821917808219
AP000763.3,-0.09556604,-0.946344,0.9238652341775131,1.0,0.004280821917808219
AL133351.1,-0.09556604,-1.3240969,0.9238652341775131,1.0,0.004280821917808219
AL121601.1,-0.09565478,-1.395344,0.9237947579010657,1.0,0.004280821917808219
AL158136.1,-0.09565478,-0.9576498,0.9237947579010657,1.0,0.004280821917808219
RNASEH2B-AS1,-0.095743515,-1.4416801,0.9237242822228035,1.0,0.004280821917808219
AC093583.1,-0.095743515,-1.4426491,0.9237242822228035,1.0,0.004280821917808219
LINC01392,-0.095743515,-1.383736,0.9237242822228035,1.0,0.004280821917808219
PRRX2,-0.09592098,-1.489574,0.9235833326630339,1.0,0.004280821917808219
